reviewText,summary,overall,verified,vote
Worked perfect for my application. And a great value!,TV hanger,5.0,False,
Very nice and sturdy.,Five Stars,5.0,True,
Works great,Five Stars,5.0,False,
"This works perfectly with my 65"" Vizio.",Five Stars,5.0,True,
Best mount I've ever used. Long extension and fits all size tv's.,Five Stars,5.0,True,
bolt snapped off in my wall because the components of this device are extremely cheap.,Look For Another Mount,1.0,True,
"Nice mount, easy to install.",TV wall mount unit,5.0,False,
"Worked perfectly for 55"" tv on our deck!",Five Stars,5.0,True,
Sturdy easy to mount! A+,Awesome TV mount!,5.0,False,
"I have had this mount for about 4 years now and it has held up well. I love the fact that I can easily view my TV from almost any angle in my room. Whether I'm laying in bed, or at my computer desk this mount allows me to adjust the viewing angle to where I can see it perfectly. For the most part, I keep the mount completely retracted and it looks great. It is almost flush with only about an inch or two gap from the wall. I would highly recommend this mount to anyone looking for a versatile TV mount!",Perfect!,5.0,False,
DID NOT fit as described  to accommodate the TV size!,DID NOT fit as described to accommodate the TV size ...,1.0,True,
This was easier that I thought to installed...even easier if you us a STUD finder to locate the beam where the you will need drill and attach the mount to the wall.  It came with many sets of screws to fit most TV systems.,Mount This!,5.0,True,
"I bought this for my bedroom, I have a 48 inch TV, but I also have a funny shaped room. I was able to put this on a wall and have it swing all the way out to face the bedroom and still be parallel with the bed. Took me about an hour to install, it's so easy, even a man could do it!",but I also have a funny shaped room,5.0,True,
Excellent condition. Thanks.,Five Stars,5.0,False,
worked perfectly,works great,5.0,False,
"Installed both mounts today amazingly easy, great product and a great price",Five Stars,5.0,True,
Solid and excellent swivel and truly 180 degrees,Five Stars,5.0,True,
"Very happy with this unit. The quality is good and the price was terrific for the extension and weight capacity. If you're going to mount a particularly heavy TV you might want to mount it a little higher than you would think because it ""sags"" slightly under weight; my older LCD is 55lbs and it drops maybe an inch when extended.",Very happy with this unit,4.0,True,
Excellent strong item.,Excellent product works well!,5.0,True,
Good product....Great seller....Thank you!!!!,BRACKET TV,5.0,False,
"Easy to install, lots of fastener options, very complete kit.  They must have changed the listing because that's not exactly what I bought and I sure didn't pay $60 for it. It was about 2 yrs ago when I purchased.",Easy to install,5.0,False,
Way too flimsy although it's still holding up.,Two Stars,2.0,True,
It is still holding the TV up.,Four Stars,4.0,False,
"This mount is sturdy (I have a 32 inch LCD TV, it only weighs 11 lbs, but I'm pretty sure the mount weighs more...).  Installation was easy, all the parts and hardware that we needed (and didn't need!) were in the box.  We had it up in very little time.  It's great.  One person could hang it alone, but two makes it much easier.  It has multiple points that you can level the television, so it doesn't necessarily need to be perfectly level (the installation person for me got it right).  There is no list, and it holds position really well.","Sturdy, easy to install, great value",4.0,True,
"Works really well with our 32"". We mounted it to the side of an armoire to keep from adding more holes to our rental's walls. Its able to extend all the way out with the TV at a 90 degree. If you can picture, the armoire faces our bed and the TV attached to the side of it does as well.",Works great for us.,5.0,True,
"I got this as it had the longest arm out of any wall mount in my price range and I could not be happier. My tv is 40"" and there was only one spot it would fit in my room and this mount made it possible. It feels very well made for the price and setting it up was pain free.",Great tv wall mount for the price,5.0,True,
It went up very easily and works like a charm.,Wall Mount kit for TV,5.0,True,
Multi position tilt and angle,Get it now,5.0,False,
"Great product, I have an older tv which is about 30lbs. the tv does 'sag' a bit but shouldn't be a problem for newer TVs. We keep it against the wall and do not move it around often","Great product, I have an older tv which is ...",4.0,True,
aweful,One Star,1.0,False,
"I used the VideoSecu to mount a 55"" Samsung (35 lb.), and it works like a champ. [Repetition for safety: ATTACH TO A STUD] Very solid construction, all kinds of hardware, and decent instructions. Another reviewer commented on the snugness of the hinge points, and I ended up loosening mine: do this a fraction of a turn at a time, top and bottom at either or both of the main and first extension hinges. For me, the hardest part was matching the holes on the extension arms to the holes on the back of my set. Just take your time with each step, and you can still do the job within an hour. Three thumbs up.","Sturdy, smart, economical",5.0,True,
"Very solid
Lots of mounting options
This unit allowed me to attach to the flat screen and then push the who;e unit back to within 1 inch of th wall
Perfect",Very solid Lots of mounting options This unit allowed me ...,5.0,False,
"Only issue so far is the hinges are firm, but that is probably by design (so the tv doesn't swing from where you want it). Overall a fantastic product - that 2' extension really gets it far from the wall and much closer to my desk (using a 40"" 4K tv as a computer monitor).",Easy to install & very secure,5.0,True,
"Perfect!! I have an older TV, couldn't find a Wall Mount that would work for it. I had bought 3 different ones and returned them all. This one is perfect! Just wished I had looked here first for it!",Perfect!! I have an older TV,5.0,True,
It met expectations,Four Stars,4.0,False,
"I bought this mount for a 42 Vizio TV I inherited from my in-law to mount in my home office for computer and TV type use. I had a tight space between a desk and window to mount the TV so I wanted something that could move and this fit the bill. I was a little worried about the one stud mounting design but I made sure to find my stud properly in the wall with a stud finder and use a small nail to poke the wall to find the true edges of the board. Once I did that it was some measure to find where it would sit on the wall as far as TV height. Measure twice and drill once. I drilled the holes for the bracket on the wall starting with the top hole and using a level when marking the bottom hole. I put the lag bolt in the top hole first part way and then again used the level when putting the bottom bolt. Before tightening it down all the way I used the level one last time to get it level to my comfort level. Was done the bracket felt solid on the wall. I then mounted the bracket on the TV with fit perfect on the VESA mounts without using the extension arms that came in the kit. The kit was missing one bolt of the M8-15 bolts but luckily the M8-30 bolts fit into the bottom holes of my TV without being too long so I didn't have to contact Amazon about the missing bolt but was a little disappointed about that. Some quick screw driver work on the mount was on with the washers provided. I adjusted the tilt of the mount to face the TV down for my situation and realized I got it backwards once we lifted the TV but that was just an honest eyeball mistake. Some quick turns with the provided allen wrench to adjust the tilt and back on the wall it went. I tighten the one mounting bolt that holds it on and we are good to go. I adjusted the arm to where I wanted the TV and it felt was very solid. The articulating arms were a little stiff without the TV on their but once I put the 35lb TV on it moved fine, done want a loose swing mount. I didn't experience any sagging or off level issues. It is a two person job for heavy TVs to mount them but I did all the mount work on the wall and TV alone and only needed help with lifting the TV on to the wall when ready. Comes with an assortment of mounting bolts for the different TV holes, wrench, and allen wrench. You will need a drill and some drill bits for pilot holes. Good buy and would buy again.",Solid articulating TV Mount at a Great Cost,5.0,True,2
"Good for the price, I am a tv/audio installer, these are good for small tvs, they use the same technology as omni mounts with the extension bars for over 400x400, all and all good.",Good for the price,5.0,True,
"This item arrived promptly and was exactly as described. It was a great value, very sturdy and functional and works perfectly with our TV We're very pleased.",Very good value,5.0,True,
Heavy duty..adjustment any direction..Great mount to. Worth it $$,Heavy duty,5.0,True,
Cannot actually use the extension part of it. any movement and its become greatly unlevel and looks terrible. Either you level it in the out postion or in.,must stay in one position.,1.0,True,
"We use this mount on all of our TV's in the house... from our 32""-55"" Panasonic Flat Screen Tv's.
Kinda confusing to put together with the first TV but we're not professionals. Haha... However, we got the hang of it after the first TV!
Highly recommend!",Amazing Tv Mount!,5.0,False,
worked as advertised.  my TV fit the small square holes perfectly and the unit was easy to mount to the wall.  I used it to mount to a wall behind a built in bookcase and it fit perfectly and allows a larger TV to viewed than would have been possible in the shelf space.,my TV fit the small square holes perfectly and the unit was easy to mount to the wall,5.0,True,
Very good,good device,5.0,False,
This is ideal for tv in the camper. Can watch it from almost anywhere in the camper and it is very secure.,Glamper tv mount,5.0,True,
"Very sturdy wall mount for our 43"" LG on our lanai. We like that it moves and tilts all different ways, as we like to watch sports while we're in the pool. The capabilities of this arm allows us to do so. Easy to install and doesn't block other outlets on TV.",Great range of motion!,5.0,True,
awesome product! I'm buying a 3rd one so all Tv's have this!,"Easy to mount, sturdy and works great",5.0,True,
"Holds up my older and very heavy 42"" plasma TV at a 90 degree angle without an issue.  Its a quality product. Very well made!","Holds up my older and very heavy 42"" plasma TV ...",5.0,True,
have not purchased this item,One Star,1.0,False,
Works perfectly!,Versatile and robust,5.0,True,
This is a very nice wall mount.  Construction is sturdy.  Mounting was easy.  As a bonus we take the TV on and off quite a bit as it is part of business use...the on and off takes 2 seconds.,This is a very nice wall mount,5.0,True,
just as advertised,works great,5.0,True,
Excellent Product...,Excellent Product...,5.0,True,
Works just like I hoped it would.,Five Stars,5.0,True,
"Great sturdy TV mount. Currently holding our 50"" LED TV. Articulates flawlessly. Allows our 50"" TV to be adjusted to 90 degrees from the base in either direction which is the particular reason we bought this mount. Would recommend.","Strong, sturdy mount, 50"" TV at 90 degrees",5.0,True,2
"This has held up our TV wonderfully now for 3.5 years. It was a little hard to mount, but we're also challenged at tasks like this, so we could have definitely been the problem in that equation. It pivots easily and we're very happy with it.",Very happy with this,5.0,True,
"I wanted a really long extendable wall mount for my 47 inch flat screen LED tv so that I could view it from my bed and this mount got the job done.

This is one of the longest extendable wall mounts I was able to find anywhere. I can extend this 180 degrees for a full viewing experience of my TV from my bed which is positioned parrall to the mount.

A sturdy, quality mount at a fair price!",Perfect fit for my TV in my bedroom!,5.0,True,
Perfect fit,Five Stars,5.0,True,
like it,Four Stars,4.0,True,
works great.,Four Stars,4.0,True,
"I originally bought this for a Sony 40"" TV, but installed it with a Vizio 42"" instead. I did this because the Sony is an older model TV and weighs a little over 50lbs (which is still within this mounts rating) and the Vizio only weights 23lbs. I have a Sanus extended articulating mount that I bought a few years ago and paid over $100 dollars for it. (It now costs over $150) The Sanus is much stouter in construction than this VideoSecu mount is, so by reading some of the reviews on here and not knowing exactly how this mount was going to measure up pre-install, I swapped out TV's to match mounts accordingly.

Now that installation is complete, I'm sure this mount would handle either TV just fine. Is it the same quality as the Sanus? No, but it has enough quality to perform its advertised claims. I saw some reviews on here complaining about mount sag after install. Now this is based on the 23 lb TV, but I'm not experiencing this problem. The mount has 4 pivot points and after installation, ALL need to be tightened to the point that movement is allowed with intentional moderate force. Out of the box, this mount would have sagged like others complained, but I'm guessing its left slightly loose to help ease the installation process.

I won't hesitate to buy another one in the future if the need arises. An excellent price ($30) for a good quality mount. If you want a mount that you can do pull ups on after install, buy the Sanus (and pay 5x more to do it). If you want a mount that you can safely hang and secure your TV on, save some cash and buy this mount.",I'm sure this mount would handle either TV just fine. Is it the same quality as the Sanus,5.0,True,2
WORKS WELL WITH MY TV,Five Stars,5.0,True,
Great for older TVs with less standard mounting sizes (i.e. 400 x 600),Five Stars,5.0,True,
"Very nice mount for my 27"" iMac. Construction is very solid and you can tell it is a well built mount.

I needed a long extension arm that would extend from a side wall and allow my iMac to be properly positioned over my desk.  This mount did the job perfectly.","Great, long extension mount for an iMac or other display",5.0,True,
"I'm very happy with it. We have an odd sized TV (46"" SEIKI) and it holds up like a charm. I chose this mount because it come out far and tilts up AND down 15 degrees. It works very well and we couldn't be more pleased.",Works well,5.0,True,
Worked great but needs to be mounted in the studs to be secure.,Four Stars,4.0,True,
"Good value. Holds our 46"" well. Says a little but we just move it back up. Easy to install.",Four Stars,4.0,True,
The design on the wall mount sucks the top screw is a single hole and the bottom is slotted so when I hung it and  put my tv on it the hole mount shifts to one side on the bottom hole making the tv crooked .poor design,The design on the wall mount sucks the top screw is a single hole and the ...,1.0,True,
Good Quality.,Four Stars,4.0,True,
Sturdy and light holder.  Amazingly flexible.  Easy to install and hang  It comes with instruction sheets and every bolt needed.  I mounted it into a wood stud.  Highly recommended.  I bought a second one for an older LCD.  Be certain not to overload it.  The one drawback is that the TV plate might block some of the HDMI or other sockets.,Almost perfect wall mount for LED big screen.,5.0,True,
"Took a bit of maneuvering , but we finally got it mounted and  seems to work great...we don't mess with the TV too much, but it seems to be holding it at the proper angle...just make sure you know where your wall studs are!",but we finally got it mounted and seems to work great..,5.0,True,
I Love it!,Five Stars,5.0,False,
"Fairly easy for my experienced boyfriend to mount, does require a decently equipped tool kit. Holds the TV steady and has a very wide range of motion.",EZPZ,5.0,True,
"I was slightly skeptical due to the low price of this wall mount, but this thing is awesome!  We've had it for about a week now. It holds my 40"" tv without any problems at all. It swivels from some de to side and moves up and down with no problems at all. I'm sad we bought regular wall mounts for all our other tvs. If I need another wall mount, I will absolutely be buying another one.",Great Product!,5.0,True,
"Perfect. Works great with 42"" flat screen recessed into bookcase. Solid, quiet, professional grade.",Just what i needed,5.0,True,
Used for a 42 in led set. All hardware needed to fit pretty much any model.,All hardware needed to fit pretty much any model,5.0,True,
"I initially bought a Mounting Dream mount, which was very solid and easy to install, but only had a 15"" extension. I needed a 24"" extension for a very tight corner, so I bought this one, but it doesn't seem quite as solid as the Mounting Dream mounts. Still, it gets the job done.",Not quite as solid as the Mounting Dream mounts...,3.0,True,
"This arm is perfect!! It does not sag, it does exactly what it is supposed to and was super easy to install (once I found the stud). :)
Definitely recommended for anyone!
My TV is a 36"" flat screen.",Awesome product,5.0,True,
A+++,Five Stars,5.0,True,
Great quality for the money!,Five Stars,5.0,True,
Excellent mount with tons of different mounting options.  I used this to mount a fairly old (13 years) LCD TV in our home gym and was very concerned that the mounting brackets would not match up...I was wrong.  Because of the included extra parts and various configurations I was able to seamlessly wall mount our TV and position it perfectly in our gym.  GREAT product with simple straight forward instructions.,Excellent mount,5.0,True,
Installation by a professional was fairly simply.  A bit difficult to move the tv set,Three Stars,3.0,True,
works perfectly,Five Stars,5.0,False,
"One of the bolts seems to come loose with side-to-side rotation. I'm keeping an eye on it now, but it was pretty significantly unscrewed when I first noticed, which was scary. It might be worth the money to buy one that is certified.",but it was pretty significantly unscrewed when I first noticed,3.0,True,
Worked great,Five Stars,5.0,True,
It attached to our tv without the extention arms.  It only took minutes to install. The hinges are really stiff so we will move the tv while holding the wall mount not the tv. We worry it will pull to much on the TV and possibly crack it.  Hopefully with use it will move easier.  It is very easy to attach to the TV and the wall.,Quick and easy to set up. This wall mount is a good price and it has 24 inch extention others only had 20 inch.,4.0,True,
"Works as described, even fully extended.",Does what it claims it can do!,5.0,True,
"This is the bomb of flat screen TV mounts plus the price is great! Extremely heavy metal so not worried about TV! Love the movable arm. Very easy to install because you install the base/movable arm onto wall. Then you put the TV mount on the back of TV. I'm sure it's very easy to attach, but the TV is extremely heavy and it was heavy. Would recommend help to lift! Otherwise, once you've got the TV in front of the wall mount you just hang the TV onto plate! Too easy! Highly recommend and a great price!!!",... of flat screen TV mounts plus the price is great! Extremely heavy metal so not worried about TV,5.0,True,
These are fantastic.  I purchased one because I had a new flatscreen and paid someone 60$ to install it.  After watching how fast he did it I purchased two more and hung the other two myself!  Please note I have ZERO skills.  This takes less than thirty minutes to hang and really moves smoothly.,These are fantastic. I purchased one because I had a new ...,5.0,True,
This works well and was easy to install. The only thing I don't like is that it tilts forward a little bit and I can't figure out how to stop it.,Excellent for the Price,4.0,True,
"My bedroom is set up so that my bed faces a window. I needed to mount my TV on the side wall and have it swing over so I can watch TV when I fall asleep. I was a little nervous about having my TV dangling off of one of these mounts. I've had it mounted (into a stud, of course) for about 2 years now with no problems. I'm still always nervous about it because the TV seems so heavy. Hopefully I did a good enough job installing the mount! I'll let you know if it ever stops working (aka falls!).",Great solution,5.0,True,2
Strong and exactly as advertised,Five Stars,5.0,True,
We bought & installed 2 of there. Simple to install. Works great. Love the swivel & tilt function. Highly recommended.,Great design,5.0,True,
"Was just what I wanted, but did not fit in the cutout area, due to where the stud was, it was too close to the side and the TV couldn't fit.  Also the screws weren't compatible with the Samsung TV I have.  I had to settle with a19"" extension (not very happy about that), but it had a 24"" span to fit on studs.","I had to settle with a19"" extension (not very happy about that)",4.0,True,
"This mount has been holding my 40"" TV up for over 3 years and I have had no problem with it. I mounted it close to a corner so I could ""corner mount"" my TV. It looks very nice and the mount is well hidden. Most guest in our home are surprised to find that the TV is only hanging on one wall and compliment the set up. I like that I only had to put 2 holes in my wall to hold this up instead of 4 like most mounts you see in stores. I was a little skeptical it wouldn't hold up over time, especially since the arm is almost always extended, but I am presently surprised. Even after being through a few earthquakes it's still straight and the base is firmly on the wall. It also still moves nice and smoothly when I have to adjust the angle.",Amazing product for the price.,5.0,True,
"Can't believe how lucky I was finding this amazing wall mount at such a low price. I looked for weeks to find one with the multiple swing action areas. Not only does this have the wall mount swing arm, but the second section half way down the mount and at the base behind the tv. I loved it when I used it for my tv to be able to watch from anywhere in my bedroom. It is even more important now; due to a partially disability. I'm now having to work from my bed; and using an old Plasma 32"" that lost its sound; as my computer monitor. This mount allows for the perfect combination of movement and angles regardless which way I need it to move.",Best product available for an incredible price!,5.0,True,
"Consistent great product
Reasonable pricing and great shipping",Consistent great product Reasonable pricing and great,5.0,True,
As advertised.,Five Stars,5.0,True,
"Very adaptable to different sizes, optional screws for various sizes are packaged very well, and you can't beat the price.  Would buy again if I need to mount a 2nd tv.","Very adaptable to different sizes, optional screws for various ...",5.0,True,
Worked well.,TV wall mount.,5.0,True,
"Great for its long arm. I was able to turn my 50"" Vizio TV totally to the right (90 degrees). The edge of the TV was just barely touching the wall. Sturdy enough if you get the bolts in the center of a good stud or better yet into a 4x4 column.",Great for its long arm,5.0,True,
Works fine.,Five Stars,5.0,True,
The mount is as expected.  It was easy to install and performs well.,It was easy to install and performs well,3.0,True,
"Any product by this company is a hit and well worth the purchase over the high prices for like items in shops like Target or BestBuy.  I have bought 9-10 VideoSecu products over the years and all are extremely well built, easy to install and easy to use.  I will only uy their products from now on for my TV and computer screen mounting needs.",VideoSecu value for money,5.0,True,
"We have had this wall mount for 2 years and I can honestly say that it is still holding strong. We have a 36 inch flat screen mounted over the fireplace.
PROS:
-This mount is screwed into the bricks and is very secure
-it was easy to install and directions were clear
-the telescoping and swivel feature is great! works just fine each and every time
Cons:
-I wish it swiveled more in either direction, I would say it doesn't go beyond a 20-30 degree turn, so I cant see the TV from too far on the side.
-Sometimes when I pull the TV out to fully telescope the mount, I feel like it become less sturdy and I get scared, so I push it back. But of course, it has never fallen and it might just be my anxiety.

Overall, I would recommend this to a friend",Would recommend,5.0,True,
This was just what I needed.  It is easy to install and tilts to a level so you can view television. Nicely built.,Easy Install !,5.0,True,
"Bought 2 of these for 2 TVs with 200x300.  Unfortunately, to make that work and not have extension bars sticking out the bottom, I needed to cut 2/3 of the 2 lower extension arms.  It was my fault buying these for an unsupported layout but we've made them work and the arms work great.",It was my fault buying these for an unsupported layout but we've made them work and the arms work great.,5.0,True,
Worked great,Five Stars,5.0,True,
"Was as specified and went up in less than 30 minutes. Very well constructed. Will hold a lot of TV weight!!! Great range and versatility.
Would highly recommend!",Great range and versatility,5.0,True,
nice,Five Stars,5.0,True,
Happy,Five Stars,5.0,True,
Not as stable as I had hoped for my lg flat screen. Works fine if you don't move it. I guess its to be expected for the price.,Works fine if you don't move it,3.0,True,
"mounted 2 28' tv's with this. sturdy, articulation is good.",Good,4.0,True,
"I like it, and it works as it should.  I mounted a 28"" monitor to it which makes it pop out from the wall nicely.  Cable management is  not the best but that is an easy fix with some black e tape.","I like it, and it works as it should",5.0,True,
Still Standing... Good Item,Good,5.0,True,
Works well.  I have it mounted in my office more than a year now.  Still works great!,Still works great!,5.0,True,
Good,Five Stars,5.0,True,
"has been in used for two years so far, still nice",Five Stars,5.0,True,
Works well.,Four Stars,4.0,False,
"Easy to install (took all of 20 minutes!), iand secures television nicely.  The additional extension was critical for my home gym.  I'd write more but I have to get on the treadmill.",Simple and secure!,5.0,True,
My TV is still on the wall.,Five Stars,5.0,True,
"The mount is very sturdy and installation was a breeze.  However, I do have a few gripes:

Stiff: re-positioning the TV can be difficult because the joints are so tight, that moving the TV around on the mount isn't very easy (this may be due to the rigidness).

Tilt: the up and down tilt function is limited to 10-15, so don't install it too high up.

Cable management:  The mount comes with cheap plastic clips that you can guide your wires through.  However, they're loose and don't seem to help too much.  Not a big deal.","Very good construction, but stiff.  Lacks up/down tilt.",4.0,True,
good,Four Stars,4.0,True,
this has worked well for years now +++,great,5.0,True,
Very satisfied  I would recommend it.,Very satisfied I would recommend it,5.0,True,
"no problem here,  works well, secure and easy to mount...",secure and easy to mount,5.0,True,
"This is a pretty cool mount. It says up to a 55"" mine is 52"" lcd Samsung that weighs 59lbs, this product is rated for 66lbs. I installed it and it works but it's flimsy and scary with this much weight on it,  scary enough I ordered a stronger mount.",This is a pretty cool mount,3.0,True,
"Great sturdy stand but the HDMI was missing so I returned it, its giving me second thoughts about ordering another",No HDMI,3.0,True,
Standard wall mount. As expected and worked well for my application. No complaints.,"As expected, worked well",5.0,True,
Not as sturdy as I expected. I font recommend putting anything bigger than a 32 inch tv on this mount.,Not as expected.,2.0,True,
"Works, but the way it's designed, it's hard to get the tv perfectly level. Bugged me too bad so we replaced with much smaller tv and it works fine",Bugged me too bad so we replaced with much smaller tv and it ...,4.0,True,
It worked perfect for me,Five Stars,5.0,True,
"Easy to install, item just as stated.",Five Stars,5.0,True,
worked great,Five Stars,5.0,True,
I like it in the bedroom it brings the TV closer to me when laying down.,Five Stars,5.0,True,
This mount is exactly what we were looking for and it has worked out perfectly.,Five Stars,5.0,True,
This is great! Easy installation really flexible,Five Stars,5.0,True,
I am very happy with this product. It is exactly what I expected.,Five Stars,5.0,True,
http://www.amazon.com/gp/product/0972683275?redirect=true&ref_=cm_cr_ryp_prd_ttl_sol_5,http: //www. amazon. com/gp/product/0972683275?,5.0,True,
easy to setup allow the viewing of TV from different directions,Five Stars,5.0,True,
Works great!,Five Stars,5.0,True,
"You get what you pay for.
brackets bent easily, possibly my fault as the 32"" screen may have been too heavy.","brackets bent easily, possibly my fault as the 32"" screen may ...",3.0,True,
Awesome product! low profile and easy to install!!,Five Stars,5.0,True,
Works great for my monitor on a vizio tv... would buy again and at a great price,Five Stars,5.0,True,
Love it used it for a screen that my security camera's are hooked to in my house. Easy to maneuver and adjust when I don't want the light faced me in bed...,Love it used it for a screen that my security ...,5.0,True,
"I was very happy with this mount for my situation. I mounted a 50"" Vizio to it that is about 35 lbs. No issues at all with the weight and it moves easily just as I needed.",I was very happy with this mount for my situation,5.0,True,
"Best value in wall mount and is of excellent quality. Have purchased many of these now, andd will only purchase these in furture.",Best value in wall mount and is of excellent quality,5.0,True,
Its been on my wall for 5 years.  Nuff said,5 years and still perfect,5.0,True,
This worked great!  Well worth the price.  Lot's of flexibility for installation.  Lots of directions for different sizes of screen and wall space limits.,This worked great! Well worth the price,5.0,True,
Great mount for the money.  Compares to the mounts you will pay well over a $100 for.  Easy to mount and attach to your TV and seems very sturdy.,Great mount for the money,5.0,True,
"This is a good solid mount very long reach..I installed in a 36"" tv in a 32"" cabinet and these reached all the way through to the front of the cabinet.",This is a good solid mount very long reach,5.0,True,
Works fine,Five Stars,5.0,True,
Works well easy to install,Five Stars,5.0,True,
"does not match tv. I bought this and tv on same order and assumed they would match,
They do not. I have to find another part. Not happy about that.",Two Stars,2.0,True,
Great wall mount for such low price.  It was exactly what I needed.,Five Stars,5.0,True,
"Does the job we ordered it to do. I followed the instructions for 400x400 and have ""bunny ears,"" as we've been calling them, sticking up past the top of the TV. The holes on the back of our television are not centered though, so I don't think it's the mount, or anything we did wrong. If the four holes were centered on the back it would be fine. We have an LG5600, 42inches. Full motion mount. TV tilts up and down, side to side, along with arm that moves side to side. Great for corner mounting. Easy installation using stud finder, drill, and level. Will be buying another for a different TV. Also have another mount by Videosecu bought 6yrs ago that's held up well. Haven't given it any thought since we put it up in our living room with a 47in Samsung.",Good quality product.,5.0,True,
Returned it.  It doesnt allow you to adjust it in order to center the tv in the space you want.,Returned it! TOO RIGID!,1.0,True,
Easy to assemble. Easy to mount. Works great,Excellent,5.0,True,
"I've bought two of these mounts for mounting a 47"" TV. They installed easily and with little hassle. You will need a drill for making the pilot holes, but otherwise it's a very simple install. 2 years later and they still work great.",They installed easily and with little hassle,5.0,True,
"So far so good. Very nice mount for the money. No problems. I put it near the edge of a dividing wall, and I'm able to watch in one room or swing the mount around the side of the wall to face the next room.",Very nice mount.,5.0,True,
"Very stable and strong and at such a great price point! Good buy! I love how it swivels and I can change the angle on my TV! I can move it up, down back, forward, left and right! Awesome product!!! Love!",Great deal! Love it!,5.0,True,
"product worked great on our 42"" Vizio tv.",Five Stars,5.0,True,
Easy to install. Works perfect for my 45 inch. Very sturdy. Love having the option to move the direction of my tv in my room. Wish I got this for my living room as well instead of the flat steady mount.,Easy to install,5.0,True,
"I'm not sure how I did it, but miraculously I was able to attach this assembly to the back of my 55"" LG.  Fortunately, this thing was meant to adapt to nearly unlimited orientations and configurations, so after a lot of finagling, I was able to position the arms so that they did not interfere with my power plugs or HDMI cable.

I'm hedging my rating since the product's directions did not mention that it would not work with my TV, and due to the effort required to get it to do so.",Got it to work,4.0,True,
Works well,Five Stars,5.0,True,
"Good product. Used on a 24"" TV. Had a little issue with the length of the screws that came with, but I had other washers to use so it worked out ok. Seems nice and sturdy once I got it mounted on the wall.",Sturdy,5.0,False,
"easy to install and it still has a 32"" TV hanging off of it. Like the way it swings from side to side.",Easy to install.,5.0,True,
holds a 32 inch vizeo well and the adjustment is great,perfect,5.0,True,
"Subtract (1) Star for Instructions:

Be prepared to figure out everything yourself. The instructions contain obvious information like drill a pilot hole. But as for actually getting this thing set up, you are on your own.

Subtract (1) Star for Incomplete Garbage/Parts:

I purchased 2 of these to mount a monitor and tv (Both used as computer displays). If your tv or screen has the basic 100mm (4 holes) on the back, you will need to buy a handful of tiny washers from your local hardware store (I had to use 5 washers per screw  2 monitors, 8 holes, 40 washers). The screws that come with this are a half inch too long  you will not be able to secure your screen to the mount! While this is only another $6, it was a major inconvenience when setting this up late at night  I barely got to the store in time.

Also, some of the tools that come with this are just garbage. The little wrench they sent to adjust a few of the bolts bent upon first use. You are going to want to have your own tool set when setting this up. MAKE SURE YOU HAVE A SOCKET WRENCH! I cannot stress that enough!

Side note: This is going to be much easier with 2 people. I was able to set it up on my own, but if you have the option have a buddy help.

Pros:
- Once set up, these look great.
- The quality seems pretty top notch (although Ive only had these up for about a day)
- Everything is adjustable: You can set this up so that its very tight and doesnt move, or you can adjust it so that its fairly loose and swivels pretty easy (which is what I did)",A few things to know before buying....,3.0,True,2
"Great mount used it on my ""32 TV and not I can swing it in between two rooms",Five Stars,5.0,True,
LOVE IT,Five Stars,5.0,True,
I absolutely love this woman especially for the price.  works great and was fairly easy to install.,Five Stars,5.0,True,
"would order from again, A++++",Five Stars,5.0,True,
looked everwhere for this tv mount bracket and had no luck. was delighted to finally find it on amazon.com . this works great.so happy with the product.thanks .,was delighted to finally find it on amazon,5.0,True,
"I have this mount for two TV's in my home.  I have a 26"" and a 47"" TV mounted on these and it has been a fantastic mount for both.  Be sure to use a stud finder, take your time, and follow the instructions. Very easy install, would not hesitate to buy again and have recommended to many others.",A+ Product,5.0,True,
"For the price, it worked great.  Was looking for something with a long reach for my outdoor TV  so I could see it while Grilling, Swimming or Relaxing on the Coach.  Swivels easily and install was a breeze.  Lies flat against the wall to keep TV out of the weather.",it worked great. Was looking for something with a long reach ...,5.0,True,
Perfect,Five Stars,5.0,True,
Good product!,Four Stars,4.0,True,
it did exactly what i wanted it to with ease,Five Stars,5.0,True,
Poor construction. Very hard to adjust.  Get another!!  Too many bolts to loosen to get it to work and then it seems it's going to fall over!!,Hard to adjust. Poor construction,1.0,True,
works great and so much cheaper then any chain store,Five Stars,5.0,True,
I was a very good product compare to 118 that this cost at the store. Sturdy and cheap . I got this super fast so I'm happy with my buy. I would recommend the seller,I was a very good product compare to 118 that this cost at the ...,5.0,True,
Easy to mount. Easy to angle and direct. Large flat panel easily attached. Love the hook fastener so you can mount brackets then hang. did it alone,Easy to mount,5.0,True,
"Mounted my 47"" Vizio with this and it has remained there ever since. I can get the tv to the optimum angle no matter where I'm sitting in the room, and it helped me save a ton of space. Same with so much hardware I still have a bag of spares and random ones that I didn't need for my setup. Can't beat that price.",Perfect,5.0,True,
A+,Five Stars,5.0,True,
"It works well with my 40"" Vizio. I hired someone to install it.",Five Stars,5.0,True,
"This wall mount successfully held my 32-inch LCD TV for over 3 years in my home, with no issues whatsoever. For a price far cheaper than what I could find in the store at the time, I couldn't recommend this product enough! I haven't tried anything heavier than my 32-inch, which weighed about 20 pounds, but it was perfectly sturdy at that weight. The joints all moved freely without being too loose, and I never had an issue positioning the TV just how I wanted it. A great buy!","Worked Perfect for 32-inch, 20lb TV over 3 years",5.0,True,
